comment_id,video_id,channel_title,platform,text_raw,text_clean,language_detected,like_count,reply_count,published_at,extracted_at,vader_compound,vader_pos,vader_neg,vader_label,transformer_label,transformer_score,ensemble_label,sentiment_confidence
cmt_00824,vid_0010,PolicyPulse,youtube,"Interesting perspective, but I'd like to see more data.","interesting perspective, but i'd like to see more data.",en,44,6,2025-06-27 20:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.6249,0.421,0.0,positive,,,positive,0.6249
cmt_00825,vid_0064,CiviqueMontréal,youtube,"This is propaganda, plain and simple.","this is propaganda, plain and simple.",en,70,2,2025-06-10 21:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,-0.25,0.0,0.286,negative,,,negative,0.25
cmt_00827,vid_0002,CiviqueMontréal,youtube,"This is completely biased, I can't believe this.","this is completely biased, i can't believe this.",en,15,16,2025-10-29 22:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,-0.3384,0.0,0.255,negative,,,negative,0.3384
cmt_00828,vid_0021,PolicyPulse,youtube,Exactly what I needed to understand the issue.,exactly what i needed to understand the issue.,en,0,1,2025-09-12 11:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00829,vid_0055,CiviqueMontréal,youtube,"This is such an important topic, thank you for covering it!","this is such an important topic, thank you for covering it!",en,71,16,2025-12-15 00:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.5562,0.338,0.0,positive,,,positive,0.5562
cmt_00831,vid_0076,PolicyPulse,youtube,Merci de couvrir ces sujets importants.,merci de couvrir ces sujets importants.,en,143,6,2025-12-03 18:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00832,vid_0013,PolicyPulse,youtube,"Bonne vidéo, mais manque de sources.","bonne vidéo, mais manque de sources.",en,85,14,2026-03-20 15:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00833,vid_0065,CiviqueMontréal,youtube,Good overview but you skipped the Indigenous perspective.,good overview but you skipped the indigenous perspective.,en,80,2,2026-03-24 23:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.2382,0.218,0.0,positive,,,positive,0.2382
cmt_00834,vid_0076,PolicyPulse,youtube,"Interesting perspective, but I'd like to see more data.","interesting perspective, but i'd like to see more data.",en,71,0,2025-12-02 02:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.6249,0.421,0.0,positive,,,positive,0.6249
cmt_00837,vid_0034,PolicyPulse,youtube,Exactly what I needed to understand the issue.,exactly what i needed to understand the issue.,en,108,14,2026-01-06 17:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00838,vid_0043,PolicyPulse,youtube,Good overview but you skipped the Indigenous perspective.,good overview but you skipped the indigenous perspective.,en,1,19,2026-03-06 02:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.2382,0.218,0.0,positive,,,positive,0.2382
cmt_00839,vid_0060,CiviqueMontréal,youtube,Et le point de vue des provinces?,et le point de vue des provinces?,fr,71,2,2026-02-18 01:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00840,vid_0010,PolicyPulse,youtube,Merci de couvrir ces sujets importants.,merci de couvrir ces sujets importants.,en,66,5,2025-06-29 14:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00842,vid_0016,CiviqueMontréal,youtube,"Interesting perspective, but I'd like to see more data.","interesting perspective, but i'd like to see more data.",en,48,1,2026-04-17 08:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.6249,0.421,0.0,positive,,,positive,0.6249
cmt_00843,vid_0074,CiviqueMontréal,youtube,"Terrible take, you missed the entire point.","terrible take, you missed the entire point.",en,81,15,2025-05-31 20:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,-0.6486,0.0,0.515,negative,,,negative,0.6486
cmt_00844,vid_0034,PolicyPulse,youtube,"Great analysis, very informative and balanced.","great analysis, very informative and balanced.",en,28,14,2026-01-07 14:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.6249,0.451,0.0,positive,,,positive,0.6249
cmt_00845,vid_0008,PolicyPulse,youtube,"Excellent travail, très équilibré.","excellent travail, très équilibré.",en,46,6,2025-08-23 00:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.5719,0.552,0.0,positive,,,positive,0.5719
cmt_00847,vid_0048,CiviqueMontréal,youtube,"C'est n'importe quoi, aucune rigueur.","c'est n'importe quoi, aucune rigueur.",en,60,1,2025-11-25 13:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00849,vid_0021,PolicyPulse,youtube,"This is such an important topic, thank you for covering it!","this is such an important topic, thank you for covering it!",en,36,9,2025-09-13 02:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.5562,0.338,0.0,positive,,,positive,0.5562
cmt_00851,vid_0023,CiviqueMontréal,youtube,Can you do a follow-up on the economic impact?,can you do a follow-up on the economic impact?,en,51,14,2025-07-22 11:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00852,vid_0029,PolicyPulse,youtube,Finally someone explaining this clearly. Subscribed!,finally someone explaining this clearly. subscribed!,en,104,10,2025-05-29 08:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.5294,0.406,0.0,positive,,,positive,0.5294
cmt_00853,vid_0053,PolicyPulse,youtube,"This is completely biased, I can't believe this.","this is completely biased, i can't believe this.",en,88,17,2026-03-23 07:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,-0.3384,0.0,0.255,negative,,,negative,0.3384
cmt_00854,vid_0026,PolicyPulse,youtube,"I learned so much from this video, keep it up!","i learned so much from this video, keep it up!",en,78,2,2025-09-02 16:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00857,vid_0053,PolicyPulse,youtube,Finally someone explaining this clearly. Subscribed!,finally someone explaining this clearly. subscribed!,en,51,5,2026-03-22 18:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.5294,0.406,0.0,positive,,,positive,0.5294
cmt_00858,vid_0069,PolicyPulse,youtube,Exactly what I needed to understand the issue.,exactly what i needed to understand the issue.,en,103,6,2025-11-30 18:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00859,vid_0055,CiviqueMontréal,youtube,Good overview but you skipped the Indigenous perspective.,good overview but you skipped the indigenous perspective.,en,20,7,2025-12-15 07:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.2382,0.218,0.0,positive,,,positive,0.2382
cmt_00860,vid_0000,PolicyPulse,youtube,Merci de couvrir ces sujets importants.,merci de couvrir ces sujets importants.,en,130,17,2025-09-03 00:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00863,vid_0022,PolicyPulse,youtube,"Terrible take, you missed the entire point.","terrible take, you missed the entire point.",en,138,13,2025-12-18 16:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,-0.6486,0.0,0.515,negative,,,negative,0.6486
cmt_00866,vid_0031,PolicyPulse,youtube,Stop spreading misinformation!,stop spreading misinformation!,en,97,0,2025-11-03 17:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,-0.5848,0.0,0.827,negative,,,negative,0.5848
cmt_00868,vid_0006,PolicyPulse,youtube,"Bonne vidéo, mais manque de sources.","bonne vidéo, mais manque de sources.",en,127,1,2025-10-14 13:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00869,vid_0066,PolicyPulse,youtube,Good overview but you skipped the Indigenous perspective.,good overview but you skipped the indigenous perspective.,en,136,0,2025-10-03 15:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.2382,0.218,0.0,positive,,,positive,0.2382
cmt_00870,vid_0065,CiviqueMontréal,youtube,Et le point de vue des provinces?,et le point de vue des provinces?,fr,55,5,2026-03-26 15:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00871,vid_0040,CiviqueMontréal,youtube,"Excellent travail, très équilibré.","excellent travail, très équilibré.",en,98,19,2026-02-07 09:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.5719,0.552,0.0,positive,,,positive,0.5719
cmt_00872,vid_0043,PolicyPulse,youtube,Exactly what I needed to understand the issue.,exactly what i needed to understand the issue.,en,70,5,2026-03-06 20:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00873,vid_0018,PolicyPulse,youtube,"Interesting perspective, but I'd like to see more data.","interesting perspective, but i'd like to see more data.",en,118,14,2025-11-28 04:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.6249,0.421,0.0,positive,,,positive,0.6249
cmt_00876,vid_0054,PolicyPulse,youtube,"This is completely biased, I can't believe this.","this is completely biased, i can't believe this.",en,103,18,2025-07-26 06:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,-0.3384,0.0,0.255,negative,,,negative,0.3384
cmt_00880,vid_0025,PolicyPulse,youtube,"Great analysis, very informative and balanced.","great analysis, very informative and balanced.",en,7,0,2025-10-03 15:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.6249,0.451,0.0,positive,,,positive,0.6249
cmt_00881,vid_0029,PolicyPulse,youtube,You clearly don't understand how policy works.,you clearly don't understand how policy works.,en,50,0,2025-05-30 00:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.4019,0.31,0.0,positive,,,positive,0.4019
cmt_00882,vid_0055,CiviqueMontréal,youtube,"Excellent travail, très équilibré.","excellent travail, très équilibré.",en,140,16,2025-12-14 02:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.5719,0.552,0.0,positive,,,positive,0.5719
cmt_00884,vid_0012,PolicyPulse,youtube,"C'est n'importe quoi, aucune rigueur.","c'est n'importe quoi, aucune rigueur.",en,44,18,2026-01-19 14:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00885,vid_0072,CiviqueMontréal,youtube,"This is such an important topic, thank you for covering it!","this is such an important topic, thank you for covering it!",en,118,5,2025-11-03 08:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.5562,0.338,0.0,positive,,,positive,0.5562
cmt_00886,vid_0037,CiviqueMontréal,youtube,"Excellent travail, très équilibré.","excellent travail, très équilibré.",en,57,5,2025-07-11 04:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.5719,0.552,0.0,positive,,,positive,0.5719
cmt_00888,vid_0038,CiviqueMontréal,youtube,"This is propaganda, plain and simple.","this is propaganda, plain and simple.",en,122,8,2025-06-05 12:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,-0.25,0.0,0.286,negative,,,negative,0.25
cmt_00889,vid_0035,CiviqueMontréal,youtube,Good overview but you skipped the Indigenous perspective.,good overview but you skipped the indigenous perspective.,en,61,7,2025-08-09 15:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.2382,0.218,0.0,positive,,,positive,0.2382
cmt_00892,vid_0006,PolicyPulse,youtube,Et le point de vue des provinces?,et le point de vue des provinces?,fr,82,13,2025-10-13 14:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00893,vid_0059,PolicyPulse,youtube,What about the provincial angle?,what about the provincial angle?,en,111,15,2026-01-16 15:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00895,vid_0068,CiviqueMontréal,youtube,What about the provincial angle?,what about the provincial angle?,en,19,11,2025-08-25 10:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00896,vid_0018,PolicyPulse,youtube,Contenu très partial et inexact.,contenu très partial et inexact.,en,51,7,2025-11-29 05:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00898,vid_0048,CiviqueMontréal,youtube,"Bonne vidéo, mais manque de sources.","bonne vidéo, mais manque de sources.",en,4,11,2025-11-25 05:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00899,vid_0039,CiviqueMontréal,youtube,Stop spreading misinformation!,stop spreading misinformation!,en,102,9,2025-11-22 20:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,-0.5848,0.0,0.827,negative,,,negative,0.5848
cmt_00900,vid_0041,CiviqueMontréal,youtube,"À voir, j'attends la suite.","à voir, j'attends la suite.",en,18,19,2025-09-01 17:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00902,vid_0067,CiviqueMontréal,youtube,Can you do a follow-up on the economic impact?,can you do a follow-up on the economic impact?,en,121,15,2025-10-17 14:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00903,vid_0041,CiviqueMontréal,youtube,Contenu très partial et inexact.,contenu très partial et inexact.,en,16,11,2025-09-02 03:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00904,vid_0063,PolicyPulse,youtube,I wonder what the polling numbers say about this.,i wonder what the polling numbers say about this.,en,101,2,2025-10-06 19:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00906,vid_0078,PolicyPulse,youtube,"Interesting perspective, but I'd like to see more data.","interesting perspective, but i'd like to see more data.",en,0,3,2026-03-14 21:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.6249,0.421,0.0,positive,,,positive,0.6249
cmt_00907,vid_0056,PolicyPulse,youtube,Stop spreading misinformation!,stop spreading misinformation!,en,34,14,2025-10-19 18:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,-0.5848,0.0,0.827,negative,,,negative,0.5848
cmt_00908,vid_0064,CiviqueMontréal,youtube,Finally someone explaining this clearly. Subscribed!,finally someone explaining this clearly. subscribed!,en,51,17,2025-06-10 04:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.5294,0.406,0.0,positive,,,positive,0.5294
cmt_00909,vid_0043,PolicyPulse,youtube,"Terrible take, you missed the entire point.","terrible take, you missed the entire point.",en,33,2,2026-03-05 23:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,-0.6486,0.0,0.515,negative,,,negative,0.6486
cmt_00910,vid_0052,PolicyPulse,youtube,Good overview but you skipped the Indigenous perspective.,good overview but you skipped the indigenous perspective.,en,146,19,2025-08-04 11:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.2382,0.218,0.0,positive,,,positive,0.2382
cmt_00911,vid_0009,PolicyPulse,youtube,"Terrible take, you missed the entire point.","terrible take, you missed the entire point.",en,129,12,2025-07-01 15:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,-0.6486,0.0,0.515,negative,,,negative,0.6486
cmt_00912,vid_0022,PolicyPulse,youtube,What about the provincial angle?,what about the provincial angle?,en,42,5,2025-12-17 02:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00915,vid_0072,CiviqueMontréal,youtube,"Great analysis, very informative and balanced.","great analysis, very informative and balanced.",en,146,6,2025-11-04 10:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.6249,0.451,0.0,positive,,,positive,0.6249
cmt_00918,vid_0071,CiviqueMontréal,youtube,"I learned so much from this video, keep it up!","i learned so much from this video, keep it up!",en,89,7,2025-05-31 10:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00920,vid_0003,CiviqueMontréal,youtube,Contenu très partial et inexact.,contenu très partial et inexact.,en,93,8,2025-11-20 18:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00924,vid_0020,CiviqueMontréal,youtube,"This is completely biased, I can't believe this.","this is completely biased, i can't believe this.",en,85,17,2025-11-01 05:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,-0.3384,0.0,0.255,negative,,,negative,0.3384
cmt_00925,vid_0070,CiviqueMontréal,youtube,You clearly don't understand how policy works.,you clearly don't understand how policy works.,en,65,13,2025-11-23 20:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.4019,0.31,0.0,positive,,,positive,0.4019
cmt_00926,vid_0021,PolicyPulse,youtube,Can you do a follow-up on the economic impact?,can you do a follow-up on the economic impact?,en,148,4,2025-09-13 07:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00928,vid_0048,CiviqueMontréal,youtube,Finally someone explaining this clearly. Subscribed!,finally someone explaining this clearly. subscribed!,en,53,13,2025-11-24 04:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.5294,0.406,0.0,positive,,,positive,0.5294
cmt_00929,vid_0026,PolicyPulse,youtube,"Interesting perspective, but I'd like to see more data.","interesting perspective, but i'd like to see more data.",en,133,18,2025-09-01 19:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.6249,0.421,0.0,positive,,,positive,0.6249
cmt_00930,vid_0045,CiviqueMontréal,youtube,"Très bon contenu, merci pour l'analyse!","très bon contenu, merci pour l'analyse!",en,52,3,2026-03-10 12:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00931,vid_0025,PolicyPulse,youtube,"Terrible take, you missed the entire point.","terrible take, you missed the entire point.",en,93,4,2025-10-01 19:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,-0.6486,0.0,0.515,negative,,,negative,0.6486
cmt_00933,vid_0044,PolicyPulse,youtube,You clearly don't understand how policy works.,you clearly don't understand how policy works.,en,100,18,2026-01-18 22:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.4019,0.31,0.0,positive,,,positive,0.4019
cmt_00938,vid_0052,PolicyPulse,youtube,Finally someone explaining this clearly. Subscribed!,finally someone explaining this clearly. subscribed!,en,100,15,2025-08-04 20:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.5294,0.406,0.0,positive,,,positive,0.5294
cmt_00939,vid_0028,PolicyPulse,youtube,"Great analysis, very informative and balanced.","great analysis, very informative and balanced.",en,37,8,2025-09-03 13:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.6249,0.451,0.0,positive,,,positive,0.6249
cmt_00941,vid_0016,CiviqueMontréal,youtube,"Excellent travail, très équilibré.","excellent travail, très équilibré.",en,12,10,2026-04-17 11:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.5719,0.552,0.0,positive,,,positive,0.5719
cmt_00942,vid_0071,CiviqueMontréal,youtube,"This is propaganda, plain and simple.","this is propaganda, plain and simple.",en,80,1,2025-05-31 15:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,-0.25,0.0,0.286,negative,,,negative,0.25
cmt_00944,vid_0031,PolicyPulse,youtube,Can you do a follow-up on the economic impact?,can you do a follow-up on the economic impact?,en,50,4,2025-11-04 00:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00946,vid_0067,CiviqueMontréal,youtube,Exactly what I needed to understand the issue.,exactly what i needed to understand the issue.,en,5,6,2025-10-18 18:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00947,vid_0063,PolicyPulse,youtube,"This is propaganda, plain and simple.","this is propaganda, plain and simple.",en,48,18,2025-10-05 17:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,-0.25,0.0,0.286,negative,,,negative,0.25
cmt_00952,vid_0049,CiviqueMontréal,youtube,"Interesting perspective, but I'd like to see more data.","interesting perspective, but i'd like to see more data.",en,35,15,2025-11-05 23:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.6249,0.421,0.0,positive,,,positive,0.6249
cmt_00953,vid_0033,PolicyPulse,youtube,Exactly what I needed to understand the issue.,exactly what i needed to understand the issue.,en,7,9,2026-04-22 01:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00954,vid_0003,CiviqueMontréal,youtube,"Terrible take, you missed the entire point.","terrible take, you missed the entire point.",en,13,4,2025-11-20 06:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,-0.6486,0.0,0.515,negative,,,negative,0.6486
cmt_00957,vid_0058,PolicyPulse,youtube,You clearly don't understand how policy works.,you clearly don't understand how policy works.,en,113,19,2026-01-05 23:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.4019,0.31,0.0,positive,,,positive,0.4019
cmt_00958,vid_0046,PolicyPulse,youtube,Contenu très partial et inexact.,contenu très partial et inexact.,en,134,16,2025-05-13 03:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00959,vid_0058,PolicyPulse,youtube,Contenu très partial et inexact.,contenu très partial et inexact.,en,140,11,2026-01-04 10:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00961,vid_0034,PolicyPulse,youtube,Contenu très partial et inexact.,contenu très partial et inexact.,en,119,17,2026-01-07 21:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00962,vid_0048,CiviqueMontréal,youtube,Can you do a follow-up on the economic impact?,can you do a follow-up on the economic impact?,en,15,15,2025-11-24 15:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00965,vid_0057,PolicyPulse,youtube,Contenu très partial et inexact.,contenu très partial et inexact.,en,66,12,2026-03-22 15:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00966,vid_0037,CiviqueMontréal,youtube,You clearly don't understand how policy works.,you clearly don't understand how policy works.,en,120,10,2025-07-09 01:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.4019,0.31,0.0,positive,,,positive,0.4019
cmt_00967,vid_0007,CiviqueMontréal,youtube,Can you do a follow-up on the economic impact?,can you do a follow-up on the economic impact?,en,37,17,2026-01-03 15:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00970,vid_0029,PolicyPulse,youtube,"Great analysis, very informative and balanced.","great analysis, very informative and balanced.",en,42,5,2025-05-28 00:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.6249,0.451,0.0,positive,,,positive,0.6249
cmt_00972,vid_0032,CiviqueMontréal,youtube,"This is such an important topic, thank you for covering it!","this is such an important topic, thank you for covering it!",en,120,1,2025-07-11 06:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.5562,0.338,0.0,positive,,,positive,0.5562
cmt_00973,vid_0063,PolicyPulse,youtube,Can you do a follow-up on the economic impact?,can you do a follow-up on the economic impact?,en,50,4,2025-10-05 23:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00975,vid_0054,PolicyPulse,youtube,"Terrible take, you missed the entire point.","terrible take, you missed the entire point.",en,118,7,2025-07-26 11:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,-0.6486,0.0,0.515,negative,,,negative,0.6486
cmt_00976,vid_0039,CiviqueMontréal,youtube,"Très bon contenu, merci pour l'analyse!","très bon contenu, merci pour l'analyse!",en,121,15,2025-11-22 07:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00977,vid_0076,PolicyPulse,youtube,"I learned so much from this video, keep it up!","i learned so much from this video, keep it up!",en,125,5,2025-12-04 19:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00978,vid_0033,PolicyPulse,youtube,Can you do a follow-up on the economic impact?,can you do a follow-up on the economic impact?,en,103,18,2026-04-22 14:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00980,vid_0001,CiviqueMontréal,youtube,Finally someone explaining this clearly. Subscribed!,finally someone explaining this clearly. subscribed!,en,1,0,2025-05-11 11:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.5294,0.406,0.0,positive,,,positive,0.5294
cmt_00983,vid_0001,CiviqueMontréal,youtube,"This is such an important topic, thank you for covering it!","this is such an important topic, thank you for covering it!",en,46,10,2025-05-09 12:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.5562,0.338,0.0,positive,,,positive,0.5562
cmt_00988,vid_0011,PolicyPulse,youtube,Stop spreading misinformation!,stop spreading misinformation!,en,94,15,2026-02-17 06:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,-0.5848,0.0,0.827,negative,,,negative,0.5848
cmt_00989,vid_0050,CiviqueMontréal,youtube,I wonder what the polling numbers say about this.,i wonder what the polling numbers say about this.,en,4,10,2025-11-01 04:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00991,vid_0074,CiviqueMontréal,youtube,I wonder what the polling numbers say about this.,i wonder what the polling numbers say about this.,en,71,8,2025-05-31 20:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00992,vid_0062,CiviqueMontréal,youtube,Good overview but you skipped the Indigenous perspective.,good overview but you skipped the indigenous perspective.,en,42,5,2025-10-16 05:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.2382,0.218,0.0,positive,,,positive,0.2382
cmt_00993,vid_0035,CiviqueMontréal,youtube,"À voir, j'attends la suite.","à voir, j'attends la suite.",en,5,15,2025-08-10 09:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00994,vid_0034,PolicyPulse,youtube,What about the provincial angle?,what about the provincial angle?,en,129,12,2026-01-06 13:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
cmt_00995,vid_0052,PolicyPulse,youtube,"Interesting perspective, but I'd like to see more data.","interesting perspective, but i'd like to see more data.",en,143,17,2025-08-05 12:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.6249,0.421,0.0,positive,,,positive,0.6249
cmt_00997,vid_0022,PolicyPulse,youtube,I wonder what the polling numbers say about this.,i wonder what the polling numbers say about this.,en,41,18,2025-12-18 02:00:51.508006+00:00,2026-04-30 00:00:51.508006+00:00,0.0,0.0,0.0,neutral,,,neutral,0.0
